2025-07-19 06:06:51 | SmartKISCollector | INFO     | __init__        | ✅ SmartKISCollector 초기화 완료
2025-07-19 06:08:32 | PatternDetector | INFO     | detect_patterns | 🔍 패턴 감지 시작 - 058470 (058470)
2025-07-19 06:08:32 | PatternDetector | INFO     | detect_patterns | ✅ 패턴 감지 완료 - 058470 (058470): 0개 패턴, 점수: 50.0
2025-07-19 06:08:32 | ChartPatternAnalyzer | INFO     | analyze         | 📊 058470 (058470) 패턴 감지 결과: 명확한 패턴 없음
2025-07-19 06:08:32 | ChartPatternAnalyzer | INFO     | _create_basic_pattern_result | 📊 058470 기본 패턴 분석 완료: 점수 50, 패턴 ['횡보_패턴']
2025-07-19 06:08:32 | AnalysisEngine | INFO     | analyze_comprehensive | ✅ 058470 분석 완료 - 점수: 46.8, 추천: HOLD
2025-07-19 06:08:32 | NewsCollector | INFO     | analyze_stock_materials | 
🔍 한미사이언스 (008930) 재료 분석 중...
2025-07-19 06:08:32 | NewsCollector | INFO     | search_stock_news_naver |    🔍 네이버에서 한미사이언스 뉴스 검색 중...
2025-07-19 06:08:37 | NewsCollector | INFO     | search_stock_news_naver |    📰 한미사이언스 뉴스 10개 수집
2025-07-19 06:08:37 | NewsCollector | INFO     | analyze_stock_materials |    📄 장기재료: 다음으로한미약품이 2조 1992억 원으로 106위, 파미셀이 1조 7369억 원으로 131...
2025-07-19 06:08:37 | NewsCollector | INFO     | analyze_stock_materials |       키워드: 바이오
2025-07-19 06:08:37 | NewsCollector | INFO     | analyze_stock_materials |    ✅ 재료 분석 완료: 장기재료 (가중치 점수: 3.01)
2025-07-19 06:08:37 | AnalysisEngine | INFO     | analyze_comprehensive | 🔬 008930 (한미사이언스) 종합 분석 시작 (수급+차트패턴 포함)...
2025-07-19 06:08:37 | NewsCollector | INFO     | analyze_stock_materials | 
🔍 한미사이언스 (008930) 재료 분석 중...
2025-07-19 06:08:37 | NewsCollector | INFO     | search_stock_news_naver |    🔍 네이버에서 한미사이언스 뉴스 검색 중...
2025-07-19 06:08:40 | NewsCollector | INFO     | search_stock_news_naver |    📰 한미사이언스 뉴스 10개 수집
2025-07-19 06:08:40 | NewsCollector | INFO     | analyze_stock_materials |    📄 장기재료: 다음으로한미약품이 2조 1992억 원으로 106위, 파미셀이 1조 7369억 원으로 131...
2025-07-19 06:08:40 | NewsCollector | INFO     | analyze_stock_materials |       키워드: 바이오
2025-07-19 06:08:40 | NewsCollector | INFO     | analyze_stock_materials |    ✅ 재료 분석 완료: 장기재료 (가중치 점수: 3.01)
2025-07-19 06:08:40 | AnalysisEngine | INFO     | calculate_news_sentiment_score |    📰 뉴스 분석: 장기재료 (재료점수: 3.0, 최종점수: 64.2)
2025-07-19 06:08:40 | SupplyDemandAnalyzer | INFO     | analyze         | 📊 수급 분석 시작 - 008930
2025-07-19 06:08:40 | SupplyDemandAnalyzer | INFO     | analyze         | ✅ 수급 분석 완료 - 008930 점수: 32.9
2025-07-19 06:08:40 | ChartPatternAnalyzer | INFO     | analyze         | 📈 차트패턴 분석 시작 - 008930 (008930)
2025-07-19 06:08:40 | PatternDetector | INFO     | detect_patterns | 🔍 패턴 감지 시작 - 008930 (008930)
2025-07-19 06:08:40 | PatternDetector | INFO     | detect_patterns | ✅ 패턴 감지 완료 - 008930 (008930): 2개 패턴, 점수: 64.3
2025-07-19 06:08:40 | ChartPatternAnalyzer | INFO     | analyze         | ✅ 008930 (008930) 패턴 분석 완료: 2개 패턴, 점수: 64.3
2025-07-19 06:08:40 | AnalysisEngine | INFO     | analyze_comprehensive | ✅ 008930 분석 완료 - 점수: 55.8, 추천: WEAK_BUY
2025-07-19 06:08:40 | NewsCollector | INFO     | analyze_stock_materials | 
🔍 DL이앤씨 (375500) 재료 분석 중...
2025-07-19 06:08:40 | NewsCollector | INFO     | search_stock_news_naver |    🔍 네이버에서 DL이앤씨 뉴스 검색 중...
2025-07-19 06:08:45 | NewsCollector | INFO     | search_stock_news_naver |    📰 DL이앤씨 뉴스 10개 수집
2025-07-19 06:08:45 | NewsCollector | INFO     | analyze_stock_materials |    📄 단기재료: DL이앤씨, 원전 모멘텀 감안하면 여전히 저평가…'매수'-교보...
2025-07-19 06:08:45 | NewsCollector | INFO     | analyze_stock_materials |       키워드: 매수
2025-07-19 06:08:45 | NewsCollector | INFO     | analyze_stock_materials |    📄 단기재료: 교보증권이DL이앤씨(375500)에 대해 투자의견 ‘매수’, 목표주가 6만 6000원을 유...
2025-07-19 06:08:45 | NewsCollector | INFO     | analyze_stock_materials |       키워드: 매수, 영업이익
2025-07-19 06:08:45 | NewsCollector | INFO     | analyze_stock_materials |    📄 중기재료: "DL이앤씨, 실적 회복과 SMR은 순항 중" [교보증권]...
2025-07-19 06:08:45 | NewsCollector | INFO     | analyze_stock_materials |       키워드: 회복
2025-07-19 06:08:45 | NewsCollector | INFO     | analyze_stock_materials |    📄 단기재료: DL이앤씨2분기 주택사업 원가율 개선에 영업이익 늘어, 유안타증권 "목......
2025-07-19 06:08:45 | NewsCollector | INFO     | analyze_stock_materials |       키워드: 영업이익
2025-07-19 06:08:45 | NewsCollector | INFO     | analyze_stock_materials |    📄 장기재료: [ESG보고서 분석:DL이앤씨②] 수소·탄소 수주·지배구조 고도화로 증명......
2025-07-19 06:08:45 | NewsCollector | INFO     | analyze_stock_materials |       키워드: ESG, 수소, 수주
2025-07-19 06:08:45 | NewsCollector | INFO     | analyze_stock_materials |    📄 장기재료: 이처럼DL이앤씨는 ESG를 단기 대응이나 마케팅 수단이 아닌, 실질적 기술력과 수익 기반,...
2025-07-19 06:08:45 | NewsCollector | INFO     | analyze_stock_materials |       키워드: ESG, 수소
2025-07-19 06:08:45 | NewsCollector | INFO     | analyze_stock_materials |    📄 단기재료: DL이앤씨는 폐갱도에서 이산화탄소를 포집해 저장하는 한국 국책 산업에도 참여하고 있다. 국...
2025-07-19 06:08:45 | NewsCollector | INFO     | analyze_stock_materials |       키워드: 신사업
2025-07-19 06:08:45 | NewsCollector | INFO     | analyze_stock_materials |    ✅ 재료 분석 완료: 장기재료 (가중치 점수: 20.07)
2025-07-19 06:08:45 | AnalysisEngine | INFO     | analyze_comprehensive | 🔬 375500 (DL이앤씨) 종합 분석 시작 (수급+차트패턴 포함)...
2025-07-19 06:08:45 | NewsCollector | INFO     | analyze_stock_materials | 
🔍 DL이앤씨 (375500) 재료 분석 중...
2025-07-19 06:08:45 | NewsCollector | INFO     | search_stock_news_naver |    🔍 네이버에서 DL이앤씨 뉴스 검색 중...
2025-07-19 06:08:49 | NewsCollector | INFO     | search_stock_news_naver |    📰 DL이앤씨 뉴스 10개 수집
2025-07-19 06:08:49 | NewsCollector | INFO     | analyze_stock_materials |    📄 단기재료: DL이앤씨, 원전 모멘텀 감안하면 여전히 저평가…'매수'-교보...
2025-07-19 06:08:49 | NewsCollector | INFO     | analyze_stock_materials |       키워드: 매수
2025-07-19 06:08:49 | NewsCollector | INFO     | analyze_stock_materials |    📄 단기재료: 교보증권이DL이앤씨(375500)에 대해 투자의견 ‘매수’, 목표주가 6만 6000원을 유...
2025-07-19 06:08:49 | NewsCollector | INFO     | analyze_stock_materials |       키워드: 매수, 영업이익
2025-07-19 06:08:49 | NewsCollector | INFO     | analyze_stock_materials |    📄 중기재료: "DL이앤씨, 실적 회복과 SMR은 순항 중" [교보증권]...
2025-07-19 06:08:49 | NewsCollector | INFO     | analyze_stock_materials |       키워드: 회복
2025-07-19 06:08:49 | NewsCollector | INFO     | analyze_stock_materials |    📄 단기재료: DL이앤씨2분기 주택사업 원가율 개선에 영업이익 늘어, 유안타증권 "목......
2025-07-19 06:08:49 | NewsCollector | INFO     | analyze_stock_materials |       키워드: 영업이익
2025-07-19 06:08:49 | NewsCollector | INFO     | analyze_stock_materials |    📄 장기재료: [ESG보고서 분석:DL이앤씨②] 수소·탄소 수주·지배구조 고도화로 증명......
2025-07-19 06:08:49 | NewsCollector | INFO     | analyze_stock_materials |       키워드: ESG, 수소, 수주
2025-07-19 06:08:49 | NewsCollector | INFO     | analyze_stock_materials |    📄 장기재료: 이처럼DL이앤씨는 ESG를 단기 대응이나 마케팅 수단이 아닌, 실질적 기술력과 수익 기반,...
2025-07-19 06:08:49 | NewsCollector | INFO     | analyze_stock_materials |       키워드: ESG, 수소
2025-07-19 06:08:49 | NewsCollector | INFO     | analyze_stock_materials |    📄 단기재료: DL이앤씨는 폐갱도에서 이산화탄소를 포집해 저장하는 한국 국책 산업에도 참여하고 있다. 국...
2025-07-19 06:08:49 | NewsCollector | INFO     | analyze_stock_materials |       키워드: 신사업
2025-07-19 06:08:49 | NewsCollector | INFO     | analyze_stock_materials |    ✅ 재료 분석 완료: 장기재료 (가중치 점수: 20.07)
2025-07-19 06:08:49 | AnalysisEngine | INFO     | calculate_news_sentiment_score |    📰 뉴스 분석: 장기재료 (재료점수: 20.1, 최종점수: 95.2)
2025-07-19 06:08:49 | SupplyDemandAnalyzer | INFO     | analyze         | 📊 수급 분석 시작 - 375500
2025-07-19 06:08:49 | SupplyDemandAnalyzer | INFO     | analyze         | ✅ 수급 분석 완료 - 375500 점수: 51.3
2025-07-19 06:08:49 | ChartPatternAnalyzer | INFO     | analyze         | 📈 차트패턴 분석 시작 - 375500 (375500)
2025-07-19 06:08:49 | PatternDetector | INFO     | detect_patterns | 🔍 패턴 감지 시작 - 375500 (375500)
2025-07-19 06:08:49 | PatternDetector | INFO     | detect_patterns | ✅ 패턴 감지 완료 - 375500 (375500): 0개 패턴, 점수: 50.0
2025-07-19 06:08:49 | ChartPatternAnalyzer | INFO     | analyze         | 📊 375500 (375500) 패턴 감지 결과: 명확한 패턴 없음
2025-07-19 06:08:49 | ChartPatternAnalyzer | INFO     | _create_basic_pattern_result | 📊 375500 기본 패턴 분석 완료: 점수 50, 패턴 ['횡보_패턴']
2025-07-19 06:08:49 | AnalysisEngine | INFO     | analyze_comprehensive | ✅ 375500 분석 완료 - 점수: 65.2, 추천: BUY
2025-07-19 06:08:49 | NewsCollector | INFO     | analyze_stock_materials | 
🔍 종목328130 (328130) 재료 분석 중...
2025-07-19 06:08:49 | NewsCollector | INFO     | search_stock_news_naver |    🔍 네이버에서 종목328130 뉴스 검색 중...
2025-07-19 06:08:54 | NewsCollector | INFO     | search_stock_news_naver |    📰 종목328130 뉴스 8개 수집
2025-07-19 06:08:54 | NewsCollector | INFO     | analyze_stock_materials |    📄 장기재료: 해당하는 '주식고수'들이 6일 오전(9시~11시30분) 기준 가장 많이 매수한종목은 클로봇...
2025-07-19 06:08:54 | NewsCollector | INFO     | analyze_stock_materials |       키워드: 로봇, 매수, 로봇
2025-07-19 06:08:54 | NewsCollector | INFO     | analyze_stock_materials |    ✅ 재료 분석 완료: 장기재료 (가중치 점수: 4.99)
2025-07-19 06:08:54 | AnalysisEngine | WARNING  | analyze_comprehensive | ⚠️ 328130 종목명을 찾을 수 없어 기본값 사용: '종목328130'
2025-07-19 06:08:54 | AnalysisEngine | INFO     | analyze_comprehensive | 🔬 328130 (종목328130) 종합 분석 시작 (수급+차트패턴 포함)...
2025-07-19 06:08:54 | NewsCollector | INFO     | analyze_stock_materials | 
🔍 종목328130 (328130) 재료 분석 중...
2025-07-19 06:08:54 | NewsCollector | INFO     | search_stock_news_naver |    🔍 네이버에서 종목328130 뉴스 검색 중...
2025-07-19 06:08:58 | NewsCollector | INFO     | search_stock_news_naver |    📰 종목328130 뉴스 8개 수집
2025-07-19 06:08:58 | NewsCollector | INFO     | analyze_stock_materials |    📄 장기재료: 해당하는 '주식고수'들이 6일 오전(9시~11시30분) 기준 가장 많이 매수한종목은 클로봇...
2025-07-19 06:08:58 | NewsCollector | INFO     | analyze_stock_materials |       키워드: 로봇, 매수, 로봇
2025-07-19 06:08:58 | NewsCollector | INFO     | analyze_stock_materials |    ✅ 재료 분석 완료: 장기재료 (가중치 점수: 4.99)
2025-07-19 06:08:58 | AnalysisEngine | INFO     | calculate_news_sentiment_score |    📰 뉴스 분석: 장기재료 (재료점수: 5.0, 최종점수: 69.7)
2025-07-19 06:08:58 | SupplyDemandAnalyzer | INFO     | analyze         | 📊 수급 분석 시작 - 328130
2025-07-19 06:08:58 | SupplyDemandAnalyzer | INFO     | analyze         | ✅ 수급 분석 완료 - 328130 점수: 44.6
2025-07-19 06:08:58 | ChartPatternAnalyzer | INFO     | analyze         | 📈 차트패턴 분석 시작 - 328130 (328130)
2025-07-19 06:08:58 | PatternDetector | INFO     | detect_patterns | 🔍 패턴 감지 시작 - 328130 (328130)
2025-07-19 06:08:58 | PatternDetector | INFO     | detect_patterns | ✅ 패턴 감지 완료 - 328130 (328130): 0개 패턴, 점수: 50.0
2025-07-19 06:08:58 | ChartPatternAnalyzer | INFO     | analyze         | 📊 328130 (328130) 패턴 감지 결과: 명확한 패턴 없음
2025-07-19 06:08:58 | ChartPatternAnalyzer | INFO     | _create_basic_pattern_result | 📊 328130 기본 패턴 분석 완료: 점수 50, 패턴 ['일반_패턴']
2025-07-19 06:08:58 | AnalysisEngine | INFO     | analyze_comprehensive | ✅ 328130 분석 완료 - 점수: 54.9, 추천: HOLD
2025-07-19 06:08:58 | NewsCollector | INFO     | analyze_stock_materials | 
🔍 에코프로 (086520) 재료 분석 중...
2025-07-19 06:08:58 | NewsCollector | INFO     | search_stock_news_naver |    🔍 네이버에서 에코프로 뉴스 검색 중...
2025-07-19 06:09:03 | NewsCollector | INFO     | search_stock_news_naver |    📰 에코프로 뉴스 10개 수집
2025-07-19 06:09:03 | NewsCollector | INFO     | analyze_stock_materials |    📄 중기재료: 에코프로비엠은 2분기 약 130억 원의 영업이익을 올릴 것으로 예측된다. 포드와 SK온의 ...
2025-07-19 06:09:03 | NewsCollector | INFO     | analyze_stock_materials |       키워드: 수익성 개선, 영업이익
2025-07-19 06:09:03 | NewsCollector | INFO     | analyze_stock_materials |    📄 장기재료: "AI 안 쓰는 기업은 도태된다"에코프로송호준 대표, 전사적 AI 전환 선......
2025-07-19 06:09:03 | NewsCollector | INFO     | analyze_stock_materials |       키워드: AI, AI
2025-07-19 06:09:03 | NewsCollector | INFO     | analyze_stock_materials |    📄 장기재료: 에코프로가 AI 경영을 가속화하고 있다. 지주사에 AI혁신실을 신설해 가족사들의 AI 도입...
2025-07-19 06:09:03 | NewsCollector | INFO     | analyze_stock_materials |       키워드: AI, 조직개편, AI
2025-07-19 06:09:03 | NewsCollector | INFO     | analyze_stock_materials |    📄 장기재료: SK온, 배터리 핵심 원료 ‘수산화리튬’ 국내 공급망 추가…에코프로이......
2025-07-19 06:09:03 | NewsCollector | INFO     | analyze_stock_materials |       키워드: 배터리
2025-07-19 06:09:03 | NewsCollector | INFO     | analyze_stock_materials |    📄 장기재료: SK온은에코프로이노베이션과 수산화리튬 공급계약을 체결했다고 17일 밝혔다. 전날 서울 종로...
2025-07-19 06:09:03 | NewsCollector | INFO     | analyze_stock_materials |       키워드: 공급계약, 공급계약
2025-07-19 06:09:03 | NewsCollector | INFO     | analyze_stock_materials |    📄 장기재료: 에코프로비엠(9.04%)과 펩트론(3.88%),에코프로(3.97%), 리가켐바이오(6.20...
2025-07-19 06:09:03 | NewsCollector | INFO     | analyze_stock_materials |       키워드: 바이오
2025-07-19 06:09:03 | NewsCollector | INFO     | analyze_stock_materials |    ✅ 재료 분석 완료: 장기재료 (가중치 점수: 22.12)
2025-07-19 06:09:03 | AnalysisEngine | INFO     | analyze_comprehensive | 🔬 086520 (에코프로) 종합 분석 시작 (수급+차트패턴 포함)...
2025-07-19 06:09:03 | NewsCollector | INFO     | analyze_stock_materials | 
🔍 에코프로 (086520) 재료 분석 중...
2025-07-19 06:09:03 | NewsCollector | INFO     | search_stock_news_naver |    🔍 네이버에서 에코프로 뉴스 검색 중...
2025-07-19 06:09:07 | NewsCollector | INFO     | search_stock_news_naver |    📰 에코프로 뉴스 10개 수집
2025-07-19 06:09:07 | NewsCollector | INFO     | analyze_stock_materials |    📄 중기재료: 에코프로비엠은 2분기 약 130억 원의 영업이익을 올릴 것으로 예측된다. 포드와 SK온의 ...
2025-07-19 06:09:07 | NewsCollector | INFO     | analyze_stock_materials |       키워드: 수익성 개선, 영업이익
2025-07-19 06:09:07 | NewsCollector | INFO     | analyze_stock_materials |    📄 장기재료: "AI 안 쓰는 기업은 도태된다"에코프로송호준 대표, 전사적 AI 전환 선......
2025-07-19 06:09:07 | NewsCollector | INFO     | analyze_stock_materials |       키워드: AI, AI
2025-07-19 06:09:07 | NewsCollector | INFO     | analyze_stock_materials |    📄 장기재료: 에코프로가 AI 경영을 가속화하고 있다. 지주사에 AI혁신실을 신설해 가족사들의 AI 도입...
2025-07-19 06:09:07 | NewsCollector | INFO     | analyze_stock_materials |       키워드: AI, 조직개편, AI
2025-07-19 06:09:07 | NewsCollector | INFO     | analyze_stock_materials |    📄 장기재료: SK온, 배터리 핵심 원료 ‘수산화리튬’ 국내 공급망 추가…에코프로이......
2025-07-19 06:09:07 | NewsCollector | INFO     | analyze_stock_materials |       키워드: 배터리
2025-07-19 06:09:07 | NewsCollector | INFO     | analyze_stock_materials |    📄 장기재료: SK온은에코프로이노베이션과 수산화리튬 공급계약을 체결했다고 17일 밝혔다. 전날 서울 종로...
2025-07-19 06:09:07 | NewsCollector | INFO     | analyze_stock_materials |       키워드: 공급계약, 공급계약
2025-07-19 06:09:07 | NewsCollector | INFO     | analyze_stock_materials |    📄 장기재료: 에코프로비엠(9.04%)과 펩트론(3.88%),에코프로(3.97%), 리가켐바이오(6.20...
2025-07-19 06:09:07 | NewsCollector | INFO     | analyze_stock_materials |       키워드: 바이오
2025-07-19 06:09:07 | NewsCollector | INFO     | analyze_stock_materials |    ✅ 재료 분석 완료: 장기재료 (가중치 점수: 22.12)
2025-07-19 06:09:07 | AnalysisEngine | INFO     | calculate_news_sentiment_score |    📰 뉴스 분석: 장기재료 (재료점수: 22.1, 최종점수: 95.3)
2025-07-19 06:09:07 | SupplyDemandAnalyzer | INFO     | analyze         | 📊 수급 분석 시작 - 086520
2025-07-19 06:09:07 | SupplyDemandAnalyzer | INFO     | analyze         | ✅ 수급 분석 완료 - 086520 점수: 58.1
2025-07-19 06:09:07 | ChartPatternAnalyzer | INFO     | analyze         | 📈 차트패턴 분석 시작 - 086520 (086520)
2025-07-19 06:09:07 | PatternDetector | INFO     | detect_patterns | 🔍 패턴 감지 시작 - 086520 (086520)
2025-07-19 06:09:07 | PatternDetector | INFO     | detect_patterns | ✅ 패턴 감지 완료 - 086520 (086520): 4개 패턴, 점수: 77.3
2025-07-19 06:09:07 | ChartPatternAnalyzer | INFO     | analyze         | ✅ 086520 (086520) 패턴 분석 완료: 4개 패턴, 점수: 77.3
2025-07-19 06:09:07 | AnalysisEngine | INFO     | analyze_comprehensive | ✅ 086520 분석 완료 - 점수: 63.9, 추천: WEAK_BUY
2025-07-19 06:09:07 | NewsCollector | INFO     | analyze_stock_materials | 
🔍 동원산업 (006040) 재료 분석 중...
2025-07-19 06:09:07 | NewsCollector | INFO     | search_stock_news_naver |    🔍 네이버에서 동원산업 뉴스 검색 중...
2025-07-19 06:09:12 | NewsCollector | INFO     | search_stock_news_naver |    📰 동원산업 뉴스 10개 수집
2025-07-19 06:09:12 | NewsCollector | INFO     | analyze_stock_materials |    📄 단기재료: 동원F&B(049770)가 이달 말 사업형 지주회사인동원산업(006040)으로 완전히 편입...
2025-07-19 06:09:12 | NewsCollector | INFO     | analyze_stock_materials |       키워드: 합병, 상장, 편입...
2025-07-19 06:09:12 | NewsCollector | INFO     | analyze_stock_materials |    📄 단기재료: 주주가치 올리는동원산업…주가 올초 대비 35%↑...
2025-07-19 06:09:12 | NewsCollector | INFO     | analyze_stock_materials |       키워드: 주주가치
2025-07-19 06:09:12 | NewsCollector | INFO     | analyze_stock_materials |    📄 단기재료: 기존에는동원건설산업이 천평혁신산업단지주식8000주(지분율 20%)를 보유하고 있었다. 시공...
